aard
closing
closure
cloth
clothes
cloud
cloudless
cloudy
clue
cluster
clutch
coach
coal
coalition
coast
coat
cockeyed
cocktail
code
cognition
coherence
cohesion
coin
col
collapse
collar
colleague
collect
collective
collide
collision
colonial
colonialism
colonize
colony
colt
coma
combination
combine
come
comer
comforter
coming
commander
commemorate
commend
commendation
comment
commerce
commodity
common
commotion
communal
communicate
company
comparative
comparison
compassionate
compatibility
compel
compensation
compete
competence
competition
complacent
complaint
complete
compliance
compliments
component
compose
composition
compound
comprehend
computation
computer
concat
conceal
concealment
conceive
concept
conception
conceptualize
concern
conciliating
concise
conclude
conclusion
concoct
condescension
condolence
conduct
confection
confederation
confess
confession
confidence
confidential
configure
confine
conflict
confront
confuse
confusion
congress
conjoin
connect
connection
conquer
conquering
conqueror
consciousness
consequence
consequent
consequently
conservation
consider
consideration
consignment
consistency
consistent
consolation
console
consonance
conspiracy
constable
constancy
constant
constellation
constraint
construct
construction
consumption
contact
contain
container
contemplation
contender
content
contented
contention
context
continue
contraction
contrast
control
controller
convection
convenient
convent
convention
conversation
conversion
convert
conviction
cony
cook
cool
cooperate
coordinates
coordination
cop
copious
copper
copy
cordial
core
corner
corpse
corpulent
correct
correcting
correction
corrective
corridor
corrosion
corrupt
corruption
council
count
counterpart
counting
country
countryside
coupe
couple
courage
courier
course
cousin
cover
crack
crafty
crane
cranes
cranny
crash
crawl
cream
create
creation
creative
creator
creature
credit
creek
creepy
crescent
crest
crevice
crew
crime
crisp
criterion
critic
critique
crook
crooked
croon
crop
crops
cross
crossover
crossword
crowd
crucial
cruel
cruelty
crusaders
crush
crutch
cry
cube
cuing
culprit
culture
cumbersome
cumulus
cunning
cup
cupboard
cure
currency
current
curtain
curve
custom
customary
cut
cute
cutter
cycle
dainty
damage
damages
damp
dance
danger
dangerous
dank
dare
daring
data
date
dawn
day
daybreak
daze
deadly
deal
dear
debate
decadence
decay
deceit
deceitful
deceive
deceiver
decide
decided
deciding
decision
decisive
declare
decoration
decrease
decryption
dedication
deduct
deem
defamation
defaulter
defeasance
defeat
defeats
defect
defence
defend
defender
defensive
deference
define
definite
definitive
deformed
deformity
defraud
defuse
dejected
delay
delete
deletion
delicacy
delicate
delinquent
delivery
delusion
demand
demanding
demise
demo
democracy
demolition
demonstrate
denouement
dense
depart
department
departure
depend
depict
deplore
deploy
deportation
deposit
deprivation
deprive
deputation
deputy
descend
descent
describe
description
desert
desertion
design
designing
desire
desolation
dessert
destiny
destroy
destruction
detail
detain
detainee
detection
detention
detriment
devastation
develop
develope
development
device
devil
devise
devoid
devote
devotee
devour
dialect
dialogue
dice
die
diff
difference
different
differentness
difficult
difficulty
diffusion
dig
digest
dignified
dignity
dimension
diminish
din
dinner
direct
direction
director
directory
dirt
disable
disadvantage
disagreement
disappear
disapproval
disarray
disarraying
disaster
disastrous
disc
discard
discerning
discharge
disciple
discipline
disclose
disclosure
discord
discordance
discount
discourse
discourteous
discover
discovered
discovery
discriminate
discrimination
discuss
discussion
disease
disfigurement
disgust
dish
dishonor
disingenuous
disintegrate
disinterested
disk
dismissing
dismissive
dispatch
dispatched
displacement
display
dispute
disregard
disrupt
dissent
dissimilar
dissolution
distance
distinct
distraught
distribute
distribution
district
disturb
disturbance
diverse
diversity
division
do
docking
doctor
document
domain
domicile
dominant
dominion
donate
donation
dose
double
down
download
drag
drain
drama
draw
dread
drench
drill
drink
drive
droplet
drown
drug
dual
duo
duplicate
durability
duration
duress
dust
duty
dwindle
early
earn
earth
ease
eat
eczema
edge
edging
edit
education
effect
efficiency
eject
elect
electing
elections
electric
electricity
elegance
elegant
elementary
eleminate
elevate
eliciting
eliminate
elimination
emancipation
emblem
embrace
emerge
emergence
emotion
emotional
empathy
employ
employee
employment
empty
emptying
enable
enclose
encourage
end
ending
endowment
endure
enemy
enforce
engagement
engine
enjoy
enlarge
enmity
enough
enrich
enrol
enter
entertain
entertains
entry
environment
envy
epidemic
equal
equalize
equip
equipment
era
erase
ergonomics
erode
eroding
erosion
escape
espionage
essential
establish
establisher
establishment
estimate
estimation
ethic
ethics
evacuation
evade
evaluate
even
event
eventful
eventually
every
everyday
everyone
evict
eviction
evidence
evolution
evolve
exact
exam
examine
example
excel
exception
exceptional
excise
excitation
excite
excited
excites
execute
executor
exercise
exhaust
exhausted
exhibit
exist
existence
exodus
exoneration
expanding
expel
expelled
expenses
expensive
experience
experimental
expert
explain
explanation
explicit
explore
exponent
expose
express
expression
extend
extension
extensive
extinction
extra
extract
extraction
extracts
extradition
extraneous
extraordinary
extreme
fable
fabric
fabricate
fabrication
fabricator
facade
facility
fact
factor
factoring
facts
factual
facultative
faculty
fade
faeces
fail
failure
fainthearted
fair
fairness
faith
faithfully
fake
fall
falls
falsehood
falsification
falsify
falter
famed
familiar
familiarity
familiarization
familiarize
familiarness
family
famous
fan
fancy
fanny
fantastical
fare
farfetched
farseeing
farsightedness
farther
fashion
fashioning
fast
fasten
fastening
fastness
fat
fatal
fate
fateful
fatty
fatuousness
fault
faultless
favor
favorable
favorableness
favoring
favoritism
favour
favourable
favourably
fawn
fealty
fear
fearful
fearsome
feasibility
feat
feature
features
feces
feckless
federation
fee
feeble
felicity
fell
feller
fellow
fellowship
felony
felt
female
fen
fence
fertility
fervency
fervor
festival
festivity
fetch
fetching
fiction
field
fierce
fight
figure
file
fill
filling
film
final
finance
financial
find
finding
fine
finest
finish
fire
firm
first
fissure
fit
fix
fixed
fizz
flash
flat
flaw
flee
flex
flexible
float
flock
flood
floor
flora
flow
fluency
fluent
fluid
flurry
fly
fog
fogginess
foggy
folk
follow
follower
following
folly
fond
food
fool
foolish
foot
forbid
force
forefinger
foresight
forest
forfeit
forgive
form
format
fortune
fossil
found
foundation
fragile
freaky
free
freedom
freeze
friction
friendship
fright
frighten
frightful
frigid
frigidity
from
front
fruit
fry
fuck
fume
fun
function
fund
fundamental
funds
funeral
furnish
furniture
further
fury
fuse
fusion
fuss
gain
gal
galaxy
gap
garbage
garden
garnishes
gas
gay
gear
geminate
gender
general
genesis
genuine
genus
germinate
gerund
gestures
gift
girl
glad
glamorous
glass
glasses
gloss
glottis
glue
gluey
goal
god
goodness
goods
government
grab
gracious
grade
grader
grand
grandeur
grandma
grandmother
grant
graph
grapple
grasp
grass
grasses
grass-rots
grate
gratification
gratis
gratitude
gratuitous
grave
gravitate
gravitations
gravity
grease
great
greatest
greatly
green
greeting
grievance
grieve
grilling
grinder
grip
gross
ground
group
grow
grown
growth
guarantee
guard
guarded
guardian
guardsman
guess
guesswork
guide
guilt
guilty
gullet
gun
guts
gutter
guy
habitual
hack
hair
hairbrush
hall
hand
handle
handsome
happen
happening
hard
hardship
hardware
harmony
harshness
harvest
has
hasty
hat
have
hazy
headache
header
headline
headquarters
hear
heaven
heavy
heed
height
hell
hello
help
helper
helpfully
heritage
hero
hey
hi
highest
hill
hinder
hindrance
hire
hit
hobby
holder
hole
holiday
hollow
holy
home
homeland
homeless
homepage
honey
honor
honour
hood
hook
horde
horn
horrible
horrify
horror
host
hostile
hotel
hour
household
households
housing
housings
human
humble
humid
humor
hunger
hungry
hunt
hurricane
hurry
hurt
husband
hypothesis
ice
id
idea
identify
ideology
idiom
idiot
idle
if
ignite
ignorance
ignorantness
illusionist
illustrate
illustration
image
imagination
imagine
immoral
immortal
immovable
impact
impairment
impart
impassable
impeccable
impede
impetus
implicit
import
importance
important
impossibility
impotence
imprecise
impress
impressive
imprint
improve
improvement
impulse
inappropriate
inauguration
incident
incite
include
income
incomes
inconvenience
incorrect
increase
incur
index
indication
indicator
indictment
indifference
indifferent
individual
inductor
inept
inertia
inexplicit
infant
infection
inferior
infinitive
inflate
influence
info
information
infrequent
infringe
infringement
ingenious
ingredient
inhabit
inhale
inheritance
initial
initiate
inject
injure
injured
injury
inn
innocence
innovate
innovation
insane
insect
insert
insertion
insidious
insist
insolvency
insolvent
inspect
inspection
install
installation
instance
instant
instruction
instrument
insurance
integration
integrity
intellect
intellectual
intelligence
intelligent
intend
intense
intent
intention
interactions
interactive
interdiction
interest
interface
intersect
interval
interview
intimidation
introduce
introduction
intuition
invade
invalid
invent
invention
inventor
invest
investigate
investigation
investigatory
inviegle
invigilator
invoice
involve
ionosphere
irrevocable
is
issue
item
iteration
jackass
jacking
jagged
jeopardy
jest
jew
job
join
joint
jolly
journey
joyful
judge
judgement
judicious
jurist
just
justness
juvenile
juxtapose
juxtaposing
juxtaposition
keep
kernel
kick
kid
kill
kind
kindly
kinetic
kingdom
kitchen
knack
knee
knit
knot
know
knowing
knowledge
known
labor
lack
lacuna
ladder
lady
lamp
lane
lantern
last
later
launch
lavish
law
lay
layer
layout
lead
leader
leaf
lean
learn
learner
leave
lecture
leg
legal
legend
legion
leisure
lend
length
less
let
letter
level
licence
license
lie
life
lift
light
lighter
lightness
like
likelihood
limbs
line
linger
link
lion
liquid
liquidation
list
little
load
loading
loan
locale
location
logical
look
looking
lookout
lookup
lose
loss
lot
lottery
love
lover
low
lower
loyalty
luck
luggage
lump
lunatic
machine
mad
madam
magazine
magisterial
magnitude
maim
main
maintain
maintenance
majestic
major
make
maker
malady
male
mammal
man
manage
manager
mandate
manipulate
manner
mantle
manufacture
manufacturer
manufacturing
many
map
margin
mark
marker
market
markup
marriage
marry
marsh
masculine
massive
mastery
match
mate
material
matrimony
matter
max
maximum
may
meal
mean
meaning
measure
measurement
medal
medicament
medicine
mediocre
medium
meet
memorial
memory
menace
menu
mercy
mere
merge
merit
merry
message
meteor
method
metropolis
micro
mid
middle
mien
might
mind
mine
minor
minute
misfortune
mislead
miss
missed
mission
mist
mistake
misty
mob
mode
model
moderate
modify
module
moist
molest
money
monitoring
monster
monument
mood
moor
moral
morale
morality
morsel
mortal
mother
motion
motivate
motivation
motive
motor
motto
mounatinous
mount
mountain
mourn
mouse
mouth
mouthful
move
movement
movie
much
mud
mugger
multi
multiplication
mum
mummy
murder
murdering
muse
mutineer
mystery
myth
mythology
namely
nap
narcotic
narration
narrative
nation
nationality
native
naughty
near
nearly
neat
nebula
neck
necropsy
need
negotiation
neighbor
neighborhood
neighbour
nerve
net
network
news
next
niche
nick
nil
noble
node
nomad
nominate
noon
noose
normal
normally
notation
note
notice
notion
nought
nourish
now
numerous
nurse
nut
nutrition
oath
object
objectionable
objective
obliterate
obnoxious
observance
observant
observation
observe
observer
obtain
obvious
occasion
occupation
occupy
odd
offend
offensive
offer
office
officer
official
oil
older
omission
omit
oozy
open
opening
operate
operation
opinion
opponent
opportunity
oppose
opposite
opposition
oppress
opt
optic
oracle
oration
orbit
order
ordinary
organisation
organism
organization
organize
origin
original
other
oust
out
outbreak
outcome
outlaw
output
overall
overthrow
overview
overweight
owe
own
ownership
pacemaker
pacify
pack
packager
pact
pain
paint
painting
pair
pal
palace
palm
panel
panic
paper
parade
paradox
paragraph
pardon
part
partial
partner
party
pass
passage
paste
patch
patent
path
patient
pattern
pause
pay
payment
peace
peaceful
peak
peat
peel
peg
penalize
penciled
penetrate
penetration
perception
perfect
perform
perhaps
peril
period
periodical
perish
permanent
permit
persist
persistence
person
persuade
pertain
pharynx
phase
phone
phoneme
phones
phrase
pick
picker
picnic
picnics
picture
piece
pierce
piercing
pile
pink
pipe
pitch
place
plain
plan
planet
plant
plate
play
please
pleased
pleasure
plentiful
plot
plug-in
plummet
pocket
poem
poet
poetry
point
poison
poke
polar
pole
police
policy
polite
politeness
politic
political
politician
politics
poll
pool
pools
poor
popular
population
port
porter
position
possess
possession
possibility
possible
post
postpone
postponement
potential
pound
poverty
powder
power
powerful
practical
practice
practise
praise
preamble
precaution
precede
precise
preface
prefer
pregnancy
prejudice
preparation
prepare
prepared
preparing
present
presentation
preserve
press
pressure
prestige
pretend
pretext
pretty
prevalence
prevent
price
pride
primal
primary
principal
principle
prisoner
privation
privilege
privileged
prize
probably
probe
problem
proceed
process
producer
product
profession
professional
proficiency
profit
profitable
progress
prohibit
project
projection
prologue
prolongation
prominent
promise
promote
prompt
pronounce
proof
proper
property
proportion
propose
prosper
prosperity
prostration
protect
protection
protest
protraction
prove
provenance
provided
province
provision
provisional
provisioner
provocation
proximity
proxy
psyche
pubes
public
publication
publish
puddle
pull
pump
punish
punishing
pupil
purchase
pure
purpose
pursue
push
put
puzzle
quake
qualify
quarrel
quarrelsome
quarter
quash
quatrain
quench
queue
quick
quiet
quota
quote
race
radical
rage
raid
raise
range
rank
rapidly
rare
rash
rat
rate
rating
ratio
rationale
rave
raw
ray
reach
react
reacting
read
reading
ready
reaffirms
real
realise
reality
reason
reasonable
rebate
rebel
recall
receipt
receive
received
receiving
reckless
recognition
recognize
recollect
recommend
recommendation
recompense
reconsider
record
recover
rectify
red
redeem
redo
reduce
reduction
refer
reference
referendum
reflectivity
reform
refrain
refund
refuse
regain
regard
region
registration
regular
regulation
reimburse
relate
relation
relationship
relative
relatives
relaxations
relaxed
relaxing
release
relevant
relic
relieve
reluctant
remain
remainder
remaining
remains
remark
remember
remnant
remove
rent
rep
repair
reparation
repay
repeat
repetition
replace
reply
report
repose
represent
repulsion
reputation
request
require
rescue
reserve
residual
residue
resign
resignation
resist
resistance
resistant
resistor
resolution
resource
respect
respond
responsible
rest
restitution
restless
restrain
restrict
result
retain
retard
retiring
retribution
return
reveal
revelation
reverse
review
revise
revolt
richly
richness
ride
ridicule
rift
right
ring
risk
rivalry
river
road
roam
roar
roast
robbery
rock
rockfall
rocky
role
roll
rook
room
root
route
routine
row
rub
rudimental
ruin
ruined
rule
run
runabouts
running
runs
rush
sabbath
sabot
sabotage
sabotaging
sack
sacrament
saddened
safe
safeguard
safety
sag
saga
sagacity
sale
salvage
salvation
sample
sanction
sane
sanitation
sanity
sapling
satisfy
savage
save
saving
savings
say
scale
scan
scant
scar
scarce
scare
scary
scene
scheme
school
science
scientist
scold
scope
scorch
score
scot
scream
scroll
seal
seam
search
season
second
secrecy
secret
secretary
section
sector
security
sediment
see
seed
seek
seem
segregate
segregation
select
selection
self
sell
send
sensation
sense
sensible
sensing
sensitive
sensuous
sentence
separate
separately
sequence
series
serious
set
setting
setup
sever
severe
severity
shake
shame
shape
share
sharp
sheet
shelter
shield
shift
shit
shiver
shock
shoes
shoot
shout
show
showcase
showcasing
showing
shriek
shrill
shrink
shrinkage
shuffle
shut
side
sight
sign
significant
signify
signs
simple
sin
sincere
single
singular
sinister
sink
sinner
site
size
skilful
skill
skilled
skim
skin
sky
slander
sleep
sleeve
slender
slice
slide
slight
slim
sling
slogan
slump
sly
small
smart
smash
smite
smooth
snare
sneer
so
soar
society
soil
solid
solidity
solitary
solve
son
soon
sorrow
sort
soul
sound
source
space
spare
spasm
speak
special
species
specification
speech
speed
spell
spend
sphere
spin
spirit
spite
sport
spouse
sprain
spread
spring
spur
squander
square
squash
stab
stabilized
stable
staff
stalling
stand
standard
standing
start
starting
starvation
state
statement
station
statue
status
stay
steal
stem
step
stern
stick
sticky
still
stimulate
sting
stinting
stock
stone
stop
storage
store
storm
story
strange
strategy
stray
stream
strength
stress
stretch
strict
strictness
strike
strive
stroke
strong
structure
stubborn
student
stuff
stumble
stupid
style
subculture
subject
sublimation
sublime
submission
submit
subrogation
subsequent
subside
subsidy
substitute
subversion
subvert
succeed
success
successful
suet
suffer
suggest
suitable
sum
summit
sun
sundry
superlative
supervision
supervisor
supper
supplemented
supplier
supply
support
suppose
surface
surpass
surpassing
surplus
surprise
surreal
surveillance
survey
suspend
suspension
swallow
sway
sweet
swell
swelling
swift
swim
swimming
switch
symbol
sympathy
tab
table
tact
tactic
tag
tail
take
tale
talent
talk
tame
tank
target
task
taste
tax
taxi
taxonomy
teach
team
tear
tears
technology
teenager
tell
temper
temperament
temperate
tempest
template
temporary
tempt
tendency
tent
tentative
term
terminal
terrace
terrible
terror
testimony
texture
thank
theater
theatre
theme
thick
thin
think
thorough
thought
thread
threat
threaten
thrive
thriving
throat
throng
throw
thrust
thumps
tidings
tidy
timber
time
tiny
tired
tissue
tissues
title
toil
tolerance
too
tool
top
topic
torment
torrent
total
touch
tough
town
township
toy
trace
tract
trade
tragedy
train
transaction
transcend
transfer
transient
transition
transmigration
transmission
transmit
transparent
transplant
transport
transportation
trap
travel
treason
treasure
treasury
treat
treatment
treaty
tree
tribe
trick
tricky
trifle
trip
tripe
trophy
trouble
trunk
trusted
trusteeship
try
tube
tug
tuition
turn
turn-on
tutor
two
type
ulcer
ultimate
unadulterated
unanimity
uncertainty
uncharitable
unclose
uncooked
uncover
undercover
understand
understanding
undertake
undivided
undone
unearthly
uneasy
unfaithful
unfamiliar
unfeeling
ungodly
unify
union
unique
unite
universe
unknown
unlike
unlink
unlock
unmask
unmistakable
unnatural
unpleasantness
unrest
unripe
unsafe
unsatisfactory
unsettled
unusual
unveil
unwilling
up
upgrade
uplift
upset
urge
urgent
usage
use
useful
usual
usurp
utensil
utilisation
utility
utilize
utter
vacant
vacuum
vale
valid
valley
value
vanish
vanishes
variable
variety
vary
vast
vault
vector
vegetable
vegetarian
vegetative
veggie
vehicle
vein
ventilator
venture
verb
verification
verify
verse
very
vessel
vestibule
vice
vicinity
victor
victorious
victory
view
viewer
vigor
vigour
village
villain
violation
violent
virtual
virtue
visibility
vision
visualisation
visualization
visualizing
vitality
vocation
voice
volition
vote
votes
vow
wad
wage
wager
wages
waggon
wail
wake
wakeful
walk
wander
wanderer
want
war
warden
warning
warrant
wary
wash
washing
waste
watch
watcher
watchful
watchman
waterloo
wave
way
weak
weakness
wealth
weapon
weaponry
wear
wearied
wearing
weary
weather
weave
web
wedge
weed
weight
weighty
weird
welfare
welkin
well
wellhead
well-known
were
wet
wheel
whelp
whether
whim
whirl
whirling
whisper
whoa
whole
wholesale
wholesome
wholly
wick
wicked
wide
widespread
wife
wild
wile
will
willing
willpower
wilt
wily
win
wind
windfall
wine
winnings
wipe
wire
wisdom
wise
wish
wit
withdraw
witless
witness
wizard
woe
wood
woodland
woods
word
work
world
worry
worth
worthy
would
wounded
wrangle
wrapper
wreak
wreath
wreck
wretch
wrinkle
wrinkly
wrist
yarn
yearning
yeoman
yield
yokefellow
young
youngest
youngster
youthful
yummy
zenith
zero
zip
zipper
zone
zuche
FALSE
TRUE
